0.0,2.0
0.2,11.804
0.4,21.216
0.6,30.236
0.8,38.864
1.0,47.1
1.2,54.944
1.4,62.396
1.6,69.456
1.8,76.124
2.0,82.4
2.2,88.284
2.4,93.776
2.6,98.876
2.8,103.584
3.0,107.9
3.2,111.824
3.4,115.356
3.6,118.496
3.8,121.244
4.0,123.6
4.2,125.564
4.4,127.136
4.6,128.316
4.8,129.104
5.0,129.5
5.2,129.504
5.4,129.116
5.6,128.336
5.8,127.164
6.0,125.6
6.2,123.644
6.4,121.296
6.6,118.556
6.8,115.424
7.0,111.9
7.2,107.984
7.4,103.676
7.6,98.976
7.8,93.884
8.0,88.4
8.2,82.524
8.4,76.256
8.6,69.596
8.8,62.544
9.0,55.1
9.2,47.264
9.4,39.036
9.6,30.416
9.8,21.404
