0.0,2.0
0.2,11.804
0.4,21.216
0.6,30.236
0.8,38.864
1.0,47.1
1.2,54.944
1.4,62.396
1.6,69.456
1.8,76.124
2.0,82.4
2.2,88.284
2.4,93.776
2.6,98.876
2.8,103.584
3.0,107.9
3.2,111.824
3.4,115.356
3.6,118.496
3.8,121.244
4.0,123.6
4.2,125.564
4.4,127.136
4.6,128.316
4.8,129.104
5.0,129.5
5.2,129.504
5.4,129.116
5.6,128.336
5.8,127.164
6.0,125.6
6.2,123.644
6.4,121.296
6.6,118.556
6.8,115.424
7.0,111.9
7.2,107.984
7.4,103.6761
7.6,98.976
7.8,93.884
8.0,88.3999
8.2,82.524
8.4,76.2559
8.6,69.5961
8.8,62.5441
9.0,55.0998
9.2,47.2639
9.4,39.0358
9.6,30.4159
9.8,21.4039
10.0,12.0
10.2,2.2042
10.4,-7.984
10.6,-18.5639
10.8,-29.5358
11.0,-40.8998
11.2,-52.6559
11.4,-64.8041
11.6,-77.3438
11.8,-90.2762
12.0,-103.6004
12.2,-117.3156
12.4,-131.4244
12.6,-145.9243
12.8,-160.8156
13.0,-176.1
13.2,-191.7764
13.4,-207.8436
13.6,-224.3041
13.8,-241.1566
14.0,-258.3994
14.2,-276.0363
14.4,-294.0646
14.6,-312.4834
14.8,-331.296
15.0,-350.4997
15.2,-370.0967
15.4,-390.0847
15.6,-410.464
15.8,-431.2355
16.0,-452.3995
16.2,-473.9563
16.4,-495.9034
16.6,-518.2446
16.8,-540.9752
17.0,-564.1007
17.2,-587.6156
17.4,-611.5248
17.6,-635.8236
17.8,-660.5157
18.0,-685.6003
18.2,-711.0752
18.4,-736.9432
18.6,-763.204
18.8,-789.8561
19.0,-816.9003
19.2,-844.3372
19.4,-872.1653
19.6,-900.3826
19.8,-928.9963
20.0,-958.0009
20.2,-987.397
20.4,-1017.183
20.6,-1047.3629
20.8,-1077.9375
21.0,-1108.9001
21.2,-1140.2561
21.4,-1172.003
21.6,-1204.1429
21.8,-1236.6776
22.0,-1269.599
22.2,-1302.9144
22.4,-1336.6239
22.6,-1370.7245
22.8,-1405.2149
23.0,-1440.098
23.2,-1475.375
23.4,-1511.0421
23.6,-1547.1031
23.8,-1583.5554
24.0,-1620.3979
24.2,-1657.6355
24.4,-1695.263
24.6,-1733.2824
24.8,-1771.6965
25.0,-1810.499
25.2,-1849.6938
25.4,-1889.2863
25.6,-1929.2621
25.8,-1969.635
26.0,-2010.4009
26.2,-2051.5542
26.4,-2093.1048
26.6,-2135.0456
26.8,-2177.3747
27.0,-2220.1024
27.2,-2263.2158
27.4,-2306.7225
27.6,-2350.6244
27.8,-2394.9157
28.0,-2439.5997
28.2,-2484.6753
28.4,-2530.1429
28.6,-2576.0012
28.8,-2622.2583
29.0,-2668.8987
29.2,-2715.934
29.4,-2763.3671
29.6,-2811.1812
29.8,-2859.3951
30.0,-2908.0032
30.2,-2956.999
30.4,-3006.3826
30.6,-3056.1672
30.8,-3106.3392
31.0,-3156.8971
31.2,-3207.8536
31.4,-3259.2009
31.6,-3310.9449
31.8,-3363.0739
32.0,-3415.6003
32.2,-3468.5192
32.4,-3521.8249
32.6,-3575.5211
32.8,-3629.618
33.0,-3684.096
33.2,-3738.9786
33.4,-3794.2461
33.6,-3849.9001
33.8,-3905.9597
34.0,-3962.3963
34.2,-4019.234
34.4,-4076.4676
34.6,-4134.0807
34.8,-4192.0998
35.0,-4250.4954
35.2,-4309.296
35.4,-4368.4834
35.6,-4428.0627
35.8,-4488.0376
36.0,-4548.3947
36.2,-4609.1533
36.4,-4670.302
36.6,-4731.8421
36.8,-4793.7788
37.0,-4856.1011
37.2,-4918.8213
37.4,-4981.9291
